person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
58,43199,OTHER,4.2,MEDICAL,F,26317,23.7,0.61,Y,8,1
51,151820,MORTGAGE,35.3,EDUCATION,E,24453,19.68,0.16,N,18,0
54,77686,OWN,38.8,VENTURE,D,16406,6.02,0.21,Y,22,1
35,140139,MORTGAGE,24.6,HOMEIMPROVEMENT,G,19976,20.64,0.14,N,16,0
61,182870,MORTGAGE,34.8,MEDICAL,C,7729,22.0,0.04,Y,16,0
30,121684,OWN,15.4,MEDICAL,C,15721,10.95,0.13,N,28,0
56,38606,OTHER,1.2,DEBTCONSOLIDATION,C,16850,11.82,0.44,Y,21,0
60,176941,RENT,18.5,HOMEIMPROVEMENT,F,28627,12.28,0.16,N,16,0
34,186142,OTHER,13.2,DEBTCONSOLIDATION,G,5221,12.57,0.03,N,28,0
39,187521,RENT,19.6,DEBTCONSOLIDATION,B,4221,24.92,0.02,Y,27,0
49,132078,OTHER,3.8,DEBTCONSOLIDATION,F,13168,11.33,0.1,Y,22,0
51,143132,OWN,15.5,EDUCATION,B,13000,8.95,0.09,N,11,0
32,117164,MORTGAGE,5.2,HOMEIMPROVEMENT,C,3332,19.56,0.03,Y,4,0
28,189143,OTHER,12.6,EDUCATION,D,16090,11.27,0.09,N,27,1
59,128093,OWN,10.5,DEBTCONSOLIDATION,A,12845,7.79,0.1,Y,9,0
51,29617,MORTGAGE,17.0,HOMEIMPROVEMENT,C,2687,16.7,0.09,N,12,0
64,128353,RENT,36.5,EDUCATION,A,3183,13.22,0.02,N,10,0
46,91046,MORTGAGE,37.5,MEDICAL,E,18463,20.99,0.2,N,5,0
26,154444,OWN,37.1,HOMEIMPROVEMENT,A,10164,14.55,0.07,Y,28,0
21,124714,OTHER,4.1,EDUCATION,B,10292,23.13,0.08,Y,22,0
21,105598,OTHER,11.8,VENTURE,E,23614,9.97,0.22,Y,10,1
40,99157,MORTGAGE,2.0,VENTURE,B,22312,13.57,0.23,N,17,0
54,168784,MORTGAGE,36.9,EDUCATION,B,9471,14.76,0.06,Y,20,0
23,78905,OTHER,1.4,HOMEIMPROVEMENT,B,16503,13.01,0.21,N,25,0
29,121172,RENT,7.3,DEBTCONSOLIDATION,B,10308,6.24,0.09,N,13,0
63,16124,OTHER,4.2,HOMEIMPROVEMENT,A,28789,17.87,1.79,N,2,0
24,99328,RENT,6.9,PERSONAL,B,14182,10.06,0.14,Y,16,0
50,52884,RENT,15.3,DEBTCONSOLIDATION,A,13190,18.72,0.25,Y,20,0
24,166308,OWN,23.1,VENTURE,G,10114,7.25,0.06,N,9,1
25,51842,OWN,36.8,PERSONAL,G,4147,22.95,0.08,Y,30,1
34,181014,OTHER,17.8,MEDICAL,B,30255,20.59,0.17,N,11,0
40,138711,OTHER,31.6,HOMEIMPROVEMENT,B,4572,13.0,0.03,Y,7,0
53,191849,RENT,38.4,EDUCATION,D,3974,23.03,0.02,N,15,0
43,141929,MORTGAGE,5.5,MEDICAL,D,27261,5.26,0.19,N,28,0
21,179537,OTHER,35.4,MEDICAL,D,10699,18.9,0.06,N,28,0
31,104840,OTHER,8.7,HOMEIMPROVEMENT,D,16923,14.39,0.16,N,2,0
64,193258,MORTGAGE,16.7,VENTURE,D,30525,20.51,0.16,Y,15,1
59,144728,OTHER,38.1,EDUCATION,E,20574,8.1,0.14,Y,27,0
52,48437,OTHER,27.5,PERSONAL,F,25250,10.14,0.52,N,2,1
32,139156,RENT,25.8,VENTURE,A,22434,12.74,0.16,N,19,0
32,29469,OTHER,15.1,VENTURE,G,24596,17.72,0.83,Y,16,1
32,42298,OWN,30.4,MEDICAL,B,24156,9.76,0.57,N,23,0
25,114571,RENT,3.4,HOMEIMPROVEMENT,A,17650,16.12,0.15,N,2,0
27,133543,RENT,27.7,DEBTCONSOLIDATION,F,26739,14.72,0.2,Y,13,1
50,132510,RENT,29.0,PERSONAL,D,19192,6.16,0.14,Y,9,0
55,161776,MORTGAGE,29.3,HOMEIMPROVEMENT,D,30188,18.99,0.19,N,15,1
23,95858,RENT,3.7,HOMEIMPROVEMENT,A,3858,18.53,0.04,Y,28,1
55,104927,RENT,29.1,PERSONAL,C,3650,7.97,0.03,N,20,0
63,174290,OWN,28.1,HOMEIMPROVEMENT,B,2647,6.64,0.02,Y,21,0
50,105544,OTHER,10.8,VENTURE,F,22373,17.8,0.21,N,12,0
48,91063,MORTGAGE,33.3,EDUCATION,C,10418,12.67,0.11,N,23,0
23,83736,RENT,16.2,PERSONAL,C,14340,13.82,0.17,Y,27,0
43,34357,OWN,9.5,HOMEIMPROVEMENT,G,15558,22.37,0.45,N,27,0
56,190021,OTHER,15.2,PERSONAL,F,25188,20.34,0.13,Y,28,0
41,140129,RENT,32.3,VENTURE,C,3542,21.0,0.03,N,21,0
53,143467,RENT,11.0,HOMEIMPROVEMENT,E,2784,15.31,0.02,Y,28,0
52,115058,OWN,11.3,PERSONAL,F,23797,13.88,0.21,N,12,1
59,161403,OTHER,8.4,MEDICAL,C,16457,11.35,0.1,N,25,0
26,40555,RENT,27.7,PERSONAL,F,34452,12.44,0.85,Y,19,1
63,121225,MORTGAGE,23.9,EDUCATION,A,16409,12.14,0.14,N,5,0
33,23714,OTHER,28.9,EDUCATION,F,18522,18.86,0.78,Y,30,1
29,48744,OTHER,10.6,MEDICAL,E,32962,18.25,0.68,Y,2,1
41,87727,OWN,32.9,HOMEIMPROVEMENT,G,32237,23.43,0.37,Y,24,1
24,83902,OTHER,38.9,MEDICAL,E,18852,13.94,0.22,N,2,1
57,74987,OTHER,38.3,VENTURE,F,17019,18.64,0.23,Y,4,1
25,130064,OWN,20.0,HOMEIMPROVEMENT,A,18288,11.88,0.14,Y,21,0
31,121102,OTHER,34.6,VENTURE,E,33493,15.37,0.28,N,20,0
53,130854,OTHER,13.2,MEDICAL,C,34101,10.16,0.26,N,26,0
24,71761,MORTGAGE,0.2,HOMEIMPROVEMENT,B,14461,13.32,0.2,Y,24,1
58,124023,OWN,27.8,MEDICAL,F,4694,24.76,0.04,Y,10,1
35,145248,RENT,4.4,MEDICAL,G,19265,20.75,0.13,N,21,1
62,101612,OTHER,4.8,PERSONAL,C,27342,16.09,0.27,N,6,0
64,72912,RENT,38.6,VENTURE,A,27952,11.71,0.38,N,18,1
40,70834,RENT,15.2,EDUCATION,F,9054,13.99,0.13,N,9,0
33,125341,OWN,32.3,DEBTCONSOLIDATION,F,32747,6.35,0.26,N,22,0
38,88184,OTHER,34.9,MEDICAL,D,12824,22.23,0.15,Y,6,0
33,152503,RENT,19.7,EDUCATION,E,32499,15.79,0.21,Y,30,1
24,93610,MORTGAGE,13.9,HOMEIMPROVEMENT,C,34159,13.03,0.36,Y,13,1
65,87713,RENT,20.9,PERSONAL,B,34726,8.52,0.4,Y,4,0
62,147182,OTHER,17.3,PERSONAL,C,18359,12.8,0.12,N,7,0
30,191581,MORTGAGE,18.0,PERSONAL,C,10600,5.89,0.06,Y,23,0
63,53925,OTHER,3.6,DEBTCONSOLIDATION,G,11482,9.19,0.21,Y,2,1
47,110043,OTHER,39.2,EDUCATION,G,29500,23.59,0.27,N,19,0
47,151971,MORTGAGE,7.4,EDUCATION,E,30827,19.78,0.2,Y,25,1
20,142597,OTHER,18.0,EDUCATION,G,18105,13.75,0.13,Y,25,1
31,184545,OWN,33.0,MEDICAL,F,23238,21.27,0.13,N,17,1
47,55477,OWN,38.2,EDUCATION,G,30182,14.99,0.54,Y,3,1
33,99039,MORTGAGE,28.2,VENTURE,B,4490,23.83,0.05,N,9,0
62,43177,OWN,22.0,VENTURE,A,20958,19.18,0.49,N,3,0
29,96787,MORTGAGE,13.5,VENTURE,E,15110,24.62,0.16,N,30,0
49,180194,RENT,11.7,PERSONAL,D,31739,24.42,0.18,Y,13,0
46,177151,MORTGAGE,16.0,DEBTCONSOLIDATION,D,15759,15.55,0.09,N,14,0
39,83016,MORTGAGE,29.8,VENTURE,D,15459,9.14,0.19,Y,21,0
64,52738,MORTGAGE,21.8,MEDICAL,C,30990,23.36,0.59,N,2,1
47,52383,OWN,27.1,MEDICAL,C,18787,24.18,0.36,N,10,1
46,16299,MORTGAGE,8.3,PERSONAL,B,3593,9.51,0.22,Y,20,0
64,40756,OWN,28.9,HOMEIMPROVEMENT,D,6471,22.34,0.16,N,6,0
35,103284,OTHER,22.0,PERSONAL,C,5460,5.76,0.05,Y,5,0
33,64186,OTHER,11.2,EDUCATION,C,26956,14.17,0.42,Y,22,0
51,53437,OTHER,2.8,MEDICAL,D,24474,17.16,0.46,N,16,0
57,185056,MORTGAGE,14.1,VENTURE,C,22995,17.23,0.12,N,13,1
41,94989,OWN,27.5,VENTURE,B,5938,13.86,0.06,N,18,0
38,29479,OWN,25.0,EDUCATION,F,21009,7.62,0.71,N,6,0
23,128785,OWN,31.0,PERSONAL,D,21034,6.93,0.16,Y,21,0
31,34256,MORTGAGE,33.3,MEDICAL,D,19859,19.21,0.58,N,6,1
33,20580,OWN,18.9,VENTURE,G,17675,14.26,0.86,Y,18,0
55,47092,MORTGAGE,38.0,EDUCATION,G,24248,18.66,0.51,Y,7,0
25,54179,MORTGAGE,35.1,MEDICAL,A,11829,16.65,0.22,N,9,0
21,160962,MORTGAGE,3.6,DEBTCONSOLIDATION,A,3041,12.23,0.02,Y,13,0
40,162828,RENT,28.3,MEDICAL,G,31855,17.16,0.2,N,4,1
61,72040,OWN,13.0,VENTURE,A,6158,16.07,0.09,Y,27,1
39,71138,MORTGAGE,32.0,DEBTCONSOLIDATION,C,31497,6.37,0.44,Y,21,0
59,123352,OWN,35.7,VENTURE,E,27763,6.74,0.23,N,9,0
28,40402,RENT,6.0,EDUCATION,E,6156,22.66,0.15,Y,18,1
34,20337,RENT,11.6,MEDICAL,E,2752,8.26,0.14,Y,19,0
53,196490,RENT,23.1,DEBTCONSOLIDATION,D,20293,21.19,0.1,Y,8,1
56,38230,RENT,20.5,PERSONAL,F,14718,8.84,0.38,N,19,0
64,64236,RENT,17.7,EDUCATION,B,28748,22.62,0.45,N,17,1
39,196521,RENT,36.5,PERSONAL,A,14764,18.82,0.08,Y,21,1
52,135602,MORTGAGE,1.4,PERSONAL,A,16174,19.44,0.12,Y,2,0
35,81416,MORTGAGE,23.7,VENTURE,A,32815,6.53,0.4,N,26,0
23,197579,OTHER,18.2,DEBTCONSOLIDATION,B,23968,19.15,0.12,N,6,0
44,64779,RENT,15.8,EDUCATION,F,33101,24.19,0.51,Y,4,1
62,24383,MORTGAGE,30.8,DEBTCONSOLIDATION,G,29302,24.53,1.2,Y,8,1
56,170445,OTHER,34.4,EDUCATION,A,28321,12.98,0.17,N,2,0
58,169261,MORTGAGE,16.1,HOMEIMPROVEMENT,G,26511,12.94,0.16,Y,29,0
35,67199,OTHER,2.4,VENTURE,A,21358,15.46,0.32,Y,27,1
51,27223,MORTGAGE,26.2,HOMEIMPROVEMENT,D,13469,9.99,0.49,Y,11,1
21,116488,MORTGAGE,35.6,VENTURE,C,19198,22.63,0.16,Y,21,0
30,73807,OTHER,13.4,DEBTCONSOLIDATION,A,32801,8.73,0.44,N,19,0
29,189803,MORTGAGE,22.0,MEDICAL,F,18479,12.12,0.1,Y,8,0
27,161023,OTHER,31.3,EDUCATION,C,34538,22.24,0.21,Y,15,0
55,64051,OTHER,7.8,HOMEIMPROVEMENT,G,13116,7.91,0.2,Y,19,1
36,192152,OWN,16.4,VENTURE,C,34505,11.22,0.18,N,30,0
53,122912,OTHER,37.7,MEDICAL,A,26248,9.62,0.21,Y,6,1
34,37695,OTHER,13.3,EDUCATION,E,29484,14.62,0.78,Y,5,1
52,89143,RENT,20.5,PERSONAL,F,18152,10.06,0.2,Y,13,0
54,39554,MORTGAGE,28.5,DEBTCONSOLIDATION,D,4985,6.45,0.13,N,5,1
44,18138,OWN,35.1,PERSONAL,A,34342,17.15,1.89,N,25,0
41,99573,MORTGAGE,28.4,MEDICAL,D,23479,23.2,0.24,Y,25,1
35,109555,MORTGAGE,37.0,EDUCATION,D,30127,6.79,0.27,N,27,1
38,187381,MORTGAGE,25.3,MEDICAL,C,22648,21.95,0.12,N,23,0
47,17513,RENT,9.2,PERSONAL,G,6151,6.85,0.35,N,22,0
29,140165,OWN,38.3,HOMEIMPROVEMENT,D,31405,23.14,0.22,Y,24,1
48,64436,OTHER,31.9,EDUCATION,E,24594,18.16,0.38,Y,20,1
63,175407,OTHER,0.9,HOMEIMPROVEMENT,B,17450,5.59,0.1,Y,15,0
43,18689,RENT,2.8,VENTURE,G,17514,22.12,0.94,Y,9,1
53,174722,MORTGAGE,22.5,EDUCATION,G,31554,21.26,0.18,Y,2,0
31,137667,MORTGAGE,28.5,HOMEIMPROVEMENT,C,8633,11.1,0.06,Y,21,0
36,84733,OTHER,17.1,MEDICAL,C,9556,21.71,0.11,N,28,0
42,124064,OWN,19.0,EDUCATION,E,1008,24.34,0.01,Y,15,0
65,27520,OTHER,8.2,MEDICAL,D,19149,18.94,0.7,N,20,1
40,186726,RENT,32.6,DEBTCONSOLIDATION,B,15439,21.47,0.08,N,10,0
52,168869,OTHER,28.7,DEBTCONSOLIDATION,F,3526,6.06,0.02,N,2,0
26,42885,MORTGAGE,25.5,MEDICAL,D,27044,24.04,0.63,Y,3,0
56,89098,MORTGAGE,3.6,MEDICAL,B,16570,11.27,0.19,N,26,0
54,62951,OWN,19.3,DEBTCONSOLIDATION,E,31424,19.26,0.5,N,23,1
55,42687,OWN,1.9,EDUCATION,D,21845,12.57,0.51,N,24,1
25,99561,OWN,35.3,DEBTCONSOLIDATION,A,34885,22.31,0.35,N,3,0
53,165849,MORTGAGE,2.9,DEBTCONSOLIDATION,A,32458,19.55,0.2,Y,5,0
27,29940,MORTGAGE,37.3,MEDICAL,C,25523,19.25,0.85,Y,5,0
52,73207,RENT,30.3,VENTURE,C,20385,8.45,0.28,N,29,0
33,185771,MORTGAGE,38.8,EDUCATION,B,33074,25.0,0.18,N,11,0
51,130190,RENT,2.3,HOMEIMPROVEMENT,E,8429,17.65,0.06,N,9,1
26,51110,RENT,30.0,DEBTCONSOLIDATION,G,2518,16.01,0.05,Y,26,1
50,159881,RENT,24.6,DEBTCONSOLIDATION,D,27496,19.56,0.17,Y,19,1
33,153999,OWN,33.2,DEBTCONSOLIDATION,C,30605,6.26,0.2,N,14,0
62,148833,OWN,39.0,DEBTCONSOLIDATION,A,1409,8.78,0.01,N,2,0
57,15550,OTHER,1.9,EDUCATION,D,34590,20.53,2.22,N,24,0
47,162054,OWN,6.6,VENTURE,G,2801,16.41,0.02,Y,10,0
58,50514,OTHER,19.7,MEDICAL,E,29352,22.3,0.58,Y,21,1
23,134458,MORTGAGE,26.9,MEDICAL,G,22802,12.9,0.17,N,6,0
45,104489,MORTGAGE,3.6,HOMEIMPROVEMENT,E,10996,15.04,0.11,N,20,1
50,161360,MORTGAGE,0.1,PERSONAL,B,20641,11.68,0.13,Y,26,1
31,124678,OWN,15.9,EDUCATION,A,14702,7.5,0.12,N,23,0
36,100521,OWN,38.1,MEDICAL,D,15093,9.83,0.15,Y,16,0
36,20281,OTHER,9.1,PERSONAL,D,34247,11.86,1.69,Y,10,1
50,106494,RENT,5.0,DEBTCONSOLIDATION,E,13614,14.64,0.13,Y,3,0
42,65034,OTHER,28.9,VENTURE,E,14188,8.88,0.22,N,15,0
36,43952,OWN,21.3,MEDICAL,F,26730,8.19,0.61,Y,16,1
34,140362,OWN,7.4,HOMEIMPROVEMENT,B,7185,5.71,0.05,Y,24,0
64,197270,RENT,0.3,DEBTCONSOLIDATION,E,20959,7.85,0.11,Y,10,0
22,63585,OTHER,0.4,EDUCATION,B,15784,22.74,0.25,Y,23,1
60,150877,OWN,21.3,MEDICAL,D,5906,7.56,0.04,N,30,0
20,80616,OTHER,8.8,PERSONAL,E,34825,21.02,0.43,N,26,0
63,39798,OTHER,38.0,HOMEIMPROVEMENT,F,25773,15.81,0.65,N,11,1
65,103465,MORTGAGE,12.1,DEBTCONSOLIDATION,B,6782,12.35,0.07,Y,16,0
30,124052,MORTGAGE,1.2,EDUCATION,F,10033,17.58,0.08,N,8,0
58,122374,MORTGAGE,24.7,MEDICAL,F,9202,15.52,0.08,Y,22,0
22,67920,OTHER,24.5,HOMEIMPROVEMENT,D,34439,22.25,0.51,Y,4,1
21,72396,OWN,3.8,HOMEIMPROVEMENT,C,28064,24.28,0.39,N,26,1
63,17825,OWN,13.3,VENTURE,D,28968,22.54,1.63,N,22,0
22,115715,OTHER,8.9,MEDICAL,D,27864,14.42,0.24,N,28,0
63,149432,OTHER,9.9,HOMEIMPROVEMENT,E,23986,19.48,0.16,Y,30,0
34,148343,MORTGAGE,7.4,EDUCATION,G,31282,12.62,0.21,Y,5,1
56,114973,OWN,36.3,VENTURE,C,13993,16.46,0.12,N,9,0
36,171241,MORTGAGE,36.7,MEDICAL,A,13676,16.13,0.08,N,12,0
38,118726,MORTGAGE,17.4,DEBTCONSOLIDATION,F,24617,8.97,0.21,N,3,0
33,18208,RENT,6.0,PERSONAL,A,10099,19.73,0.55,N,8,1
44,68051,OWN,14.0,VENTURE,F,30725,9.1,0.45,Y,7,0
33,84732,OTHER,10.7,EDUCATION,E,4780,13.52,0.06,N,2,0
57,42464,RENT,24.1,MEDICAL,E,34539,13.62,0.81,Y,25,1
29,118357,MORTGAGE,12.2,VENTURE,G,13456,18.29,0.11,N,21,0
37,33950,OTHER,39.7,PERSONAL,G,2021,16.99,0.06,N,5,0
38,195403,MORTGAGE,25.5,HOMEIMPROVEMENT,A,1448,10.71,0.01,N,28,0
37,119698,OTHER,38.5,MEDICAL,C,32858,20.86,0.27,Y,19,0
55,24931,MORTGAGE,5.2,HOMEIMPROVEMENT,A,22241,12.78,0.89,N,4,0
48,152166,MORTGAGE,29.6,VENTURE,A,33429,9.73,0.22,N,10,0
36,102998,RENT,24.2,VENTURE,E,21400,17.38,0.21,Y,14,1
40,25140,OWN,9.6,HOMEIMPROVEMENT,G,26054,10.61,1.04,Y,10,0
39,70868,MORTGAGE,10.0,VENTURE,E,22125,8.54,0.31,Y,7,0
63,103236,OTHER,1.3,EDUCATION,E,30113,6.27,0.29,Y,8,1
39,119997,MORTGAGE,15.3,PERSONAL,C,4340,9.24,0.04,N,10,0
49,122803,RENT,26.3,PERSONAL,D,5812,8.73,0.05,Y,27,1
35,160615,OTHER,28.0,MEDICAL,E,27289,19.2,0.17,Y,22,0
60,21642,RENT,31.5,MEDICAL,A,21068,15.42,0.97,Y,8,1
28,152556,OTHER,28.6,DEBTCONSOLIDATION,D,583,7.01,0.0,Y,18,1
20,16792,OWN,23.4,VENTURE,B,34490,5.23,2.05,Y,4,1
38,102751,OTHER,3.8,HOMEIMPROVEMENT,A,25061,16.18,0.24,N,25,0
25,166693,MORTGAGE,24.3,HOMEIMPROVEMENT,A,12931,23.27,0.08,N,3,0
41,41670,RENT,26.9,DEBTCONSOLIDATION,G,15089,21.67,0.36,N,19,1
52,123534,OTHER,3.1,PERSONAL,E,1251,17.84,0.01,Y,21,0
65,52712,MORTGAGE,0.7,DEBTCONSOLIDATION,A,28193,6.67,0.53,Y,8,0
24,61042,MORTGAGE,23.1,EDUCATION,B,3258,16.25,0.05,N,3,0
33,135304,RENT,37.4,VENTURE,D,24303,15.44,0.18,N,14,1
48,76816,RENT,15.5,PERSONAL,A,12382,23.1,0.16,Y,25,1
34,25609,OTHER,23.7,MEDICAL,A,28636,11.36,1.12,Y,7,1
55,123147,RENT,33.3,PERSONAL,E,5865,22.98,0.05,Y,29,0
61,70298,OWN,7.8,EDUCATION,C,23907,16.67,0.34,N,20,0
28,25615,OTHER,31.5,EDUCATION,A,19144,21.32,0.75,N,21,0
62,190230,RENT,33.8,HOMEIMPROVEMENT,F,25856,17.67,0.14,N,29,0
38,104191,RENT,13.8,PERSONAL,A,9739,20.09,0.09,Y,27,0
53,42099,OTHER,31.4,PERSONAL,F,1373,10.06,0.03,N,28,1
54,193885,RENT,27.7,VENTURE,A,17320,5.76,0.09,Y,10,0
40,79104,MORTGAGE,22.6,MEDICAL,A,26972,5.23,0.34,N,28,0
52,19104,OTHER,33.1,DEBTCONSOLIDATION,D,17688,11.81,0.93,N,21,0
63,172067,MORTGAGE,22.9,PERSONAL,D,17401,7.83,0.1,N,4,0
62,172178,RENT,11.6,MEDICAL,D,29536,23.15,0.17,Y,12,0
63,174390,MORTGAGE,18.2,VENTURE,E,6108,22.56,0.04,N,8,1
45,84892,OTHER,5.6,DEBTCONSOLIDATION,D,8591,14.39,0.1,N,23,0
53,93930,RENT,5.4,DEBTCONSOLIDATION,D,8985,17.18,0.1,N,14,1
44,111435,OWN,30.7,HOMEIMPROVEMENT,D,29033,5.16,0.26,Y,11,0
28,80796,OTHER,35.0,HOMEIMPROVEMENT,F,27570,14.66,0.34,Y,5,1
44,51261,OTHER,29.8,DEBTCONSOLIDATION,C,3436,8.16,0.07,N,28,0
28,64075,RENT,28.7,EDUCATION,C,10196,10.47,0.16,Y,12,1
44,18872,RENT,20.8,DEBTCONSOLIDATION,G,34741,21.75,1.84,N,21,1
24,128650,OWN,4.3,PERSONAL,C,10343,5.17,0.08,N,25,0
41,62223,RENT,7.5,PERSONAL,E,18338,12.43,0.29,N,2,0
59,70276,MORTGAGE,26.6,EDUCATION,B,8814,19.51,0.13,Y,2,0
29,161690,MORTGAGE,36.7,DEBTCONSOLIDATION,B,7643,20.86,0.05,N,24,0
24,83672,RENT,32.3,HOMEIMPROVEMENT,G,32316,15.24,0.39,N,24,0
32,188497,OTHER,35.0,VENTURE,E,10404,18.78,0.06,N,3,0
26,40082,OTHER,37.2,EDUCATION,B,6577,9.34,0.16,Y,18,1
20,21176,OTHER,6.0,MEDICAL,B,27264,11.88,1.29,N,18,0
47,66896,MORTGAGE,14.5,VENTURE,D,18996,20.53,0.28,N,29,1
33,194096,MORTGAGE,20.1,HOMEIMPROVEMENT,B,13307,19.98,0.07,N,28,0
40,91478,MORTGAGE,29.9,EDUCATION,F,21597,9.05,0.24,Y,4,0
53,188143,OWN,22.1,MEDICAL,A,16853,10.04,0.09,N,9,0
53,58939,OTHER,6.4,MEDICAL,D,26498,14.46,0.45,N,14,0
54,43686,OTHER,12.0,DEBTCONSOLIDATION,F,33304,13.93,0.76,Y,3,0
40,64422,RENT,27.4,EDUCATION,F,26060,16.11,0.4,Y,5,1
65,45720,OTHER,5.1,DEBTCONSOLIDATION,F,2758,14.62,0.06,N,24,0
25,77351,MORTGAGE,8.8,DEBTCONSOLIDATION,G,8481,5.3,0.11,N,4,0
38,103184,OWN,23.6,HOMEIMPROVEMENT,D,20546,12.05,0.2,N,11,0
33,65976,RENT,23.8,HOMEIMPROVEMENT,G,31880,6.93,0.48,Y,23,0
34,69528,OWN,35.5,HOMEIMPROVEMENT,D,11289,17.44,0.16,N,2,1
22,64007,MORTGAGE,9.1,MEDICAL,E,33027,12.29,0.52,N,28,0
46,174337,RENT,29.3,HOMEIMPROVEMENT,E,6550,21.76,0.04,N,18,0
65,44297,RENT,14.7,HOMEIMPROVEMENT,B,33211,17.14,0.75,Y,16,1
34,144996,OWN,19.6,MEDICAL,E,3451,24.05,0.02,Y,8,1
30,58815,OWN,34.8,MEDICAL,C,3184,23.59,0.05,N,2,0
33,189768,RENT,39.2,DEBTCONSOLIDATION,F,34930,9.37,0.18,N,19,0
49,133626,OTHER,10.2,VENTURE,A,14995,13.05,0.11,N,29,0
42,115438,RENT,0.1,VENTURE,D,9625,8.24,0.08,Y,5,0
31,190208,OWN,4.8,EDUCATION,G,33493,13.31,0.18,Y,17,0
36,125438,OWN,17.1,DEBTCONSOLIDATION,G,14622,16.97,0.12,Y,29,1
39,199247,MORTGAGE,25.8,VENTURE,E,11385,18.25,0.06,Y,30,1
62,114095,RENT,35.5,HOMEIMPROVEMENT,C,15678,6.89,0.14,Y,10,0
36,63892,MORTGAGE,20.8,DEBTCONSOLIDATION,C,6501,7.25,0.1,N,29,0
42,35710,OWN,38.7,EDUCATION,A,2406,22.46,0.07,Y,16,0
25,134214,RENT,12.3,DEBTCONSOLIDATION,F,15279,20.79,0.11,N,22,0
26,31800,OTHER,29.1,HOMEIMPROVEMENT,C,24186,19.76,0.76,N,20,0
30,29202,OWN,20.0,EDUCATION,A,14169,20.26,0.49,N,8,0
45,98199,OTHER,7.1,VENTURE,D,28527,15.39,0.29,N,17,0
33,104602,OTHER,2.9,MEDICAL,A,32319,10.14,0.31,Y,20,1
55,16156,MORTGAGE,7.2,VENTURE,G,9037,8.84,0.56,Y,23,0
45,40141,MORTGAGE,34.6,PERSONAL,A,5414,6.64,0.13,Y,12,0
20,90692,MORTGAGE,7.3,EDUCATION,D,16957,14.99,0.19,Y,26,1
57,168258,RENT,3.5,DEBTCONSOLIDATION,E,26306,6.94,0.16,N,26,0
36,130656,RENT,12.5,DEBTCONSOLIDATION,G,6369,11.85,0.05,N,9,0
21,109987,OTHER,24.5,HOMEIMPROVEMENT,D,30763,18.33,0.28,N,16,1
22,163100,OTHER,4.7,EDUCATION,G,13192,14.16,0.08,N,11,1
31,24977,MORTGAGE,20.4,VENTURE,E,29259,24.62,1.17,N,13,0
50,37147,MORTGAGE,14.5,DEBTCONSOLIDATION,D,13310,8.14,0.36,N,16,1
27,188596,MORTGAGE,12.3,HOMEIMPROVEMENT,A,31075,18.52,0.16,Y,22,0
46,11206,OTHER,20.3,VENTURE,E,28031,20.09,2.5,Y,26,1
63,168584,OTHER,8.0,MEDICAL,E,25305,24.73,0.15,N,29,0
57,86898,OWN,38.0,EDUCATION,G,27417,10.48,0.32,N,3,1
32,49421,OTHER,15.8,VENTURE,F,28306,22.7,0.57,N,21,1
36,97760,OTHER,26.2,VENTURE,D,17492,21.39,0.18,N,16,0
42,102689,OWN,11.0,VENTURE,C,21452,17.96,0.21,Y,10,1
43,73265,OTHER,19.8,HOMEIMPROVEMENT,F,864,16.18,0.01,N,23,0
53,170207,OTHER,12.6,EDUCATION,F,17454,11.66,0.1,Y,9,0
42,83310,RENT,30.9,VENTURE,E,977,12.49,0.01,Y,8,0
43,115621,OWN,7.5,HOMEIMPROVEMENT,A,16731,13.14,0.14,N,11,0
53,21245,MORTGAGE,32.5,PERSONAL,D,15010,14.17,0.71,Y,27,0
25,102208,RENT,28.9,VENTURE,B,12078,21.22,0.12,N,28,1
26,22029,OWN,16.3,HOMEIMPROVEMENT,B,30119,17.63,1.37,N,8,1
38,113433,OTHER,11.2,VENTURE,C,26327,22.28,0.23,Y,9,1
28,137321,OWN,32.9,HOMEIMPROVEMENT,E,31599,10.29,0.23,N,21,1
23,195784,MORTGAGE,32.7,PERSONAL,A,6318,5.42,0.03,N,15,1
54,38881,MORTGAGE,4.6,MEDICAL,E,17694,16.84,0.46,N,17,0
50,63001,OWN,39.8,PERSONAL,D,6214,10.27,0.1,Y,30,1
61,107309,MORTGAGE,28.2,VENTURE,E,14287,22.1,0.13,Y,27,0
62,178120,OWN,16.4,EDUCATION,G,31127,5.58,0.17,N,29,0
41,123433,OTHER,2.4,PERSONAL,F,8347,23.83,0.07,Y,9,0
45,34865,OWN,22.8,EDUCATION,B,32742,14.23,0.94,N,21,0
53,88012,RENT,28.0,EDUCATION,B,33151,13.22,0.38,N,2,0
64,142389,RENT,19.6,PERSONAL,G,3440,17.56,0.02,N,29,0
27,17854,OTHER,10.7,VENTURE,A,30323,15.55,1.7,N,16,0
37,144293,OWN,32.2,EDUCATION,C,34417,21.83,0.24,N,16,0
41,182997,MORTGAGE,27.6,PERSONAL,G,19574,22.55,0.11,Y,17,1
23,171045,RENT,7.6,VENTURE,E,33664,9.9,0.2,N,27,0
